"source_row_number","relationship_id","predecessor_id","successor_id","relationship_type","predecessor_status","successor_status","predecessor_type","successor_type","scheduling_mode","lag_hours","lag_calendar_setting","lag_calendar_key","predecessor_calendar","predecessor_endpoint","successor_endpoint","predecessor_endpoint_field","successor_endpoint_field","predecessor_hours_per_day","free_float_hours","free_float","classification","reason_code"
"7844","3091758","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619740","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7845","3091759","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619728","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7846","3091760","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619849","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7847","3091761","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619836","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7848","3091762","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619824","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7849","3091763","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619812","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7850","3091764","2608-EBA_PAA_8.0 (draft).xer.1619669","2608-EBA_PAA_8.0 (draft).xer.1619764","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7851","3091765","2608-EBA_PAA_8.0 (draft).xer.1619792","2608-EBA_PAA_8.0 (draft).xer.1619780","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7852","3091766","2608-EBA_PAA_8.0 (draft).xer.1619671","2608-EBA_PAA_8.0 (draft).xer.1619788","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7853","3091767","2608-EBA_PAA_8.0 (draft).xer.1619740","2608-EBA_PAA_8.0 (draft).xer.1619974","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7854","3091769","2608-EBA_PAA_8.0 (draft).xer.1619004","2608-EBA_PAA_8.0 (draft).xer.1619003","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7855","3091770","2608-EBA_PAA_8.0 (draft).xer.1619462","2608-EBA_PAA_8.0 (draft).xer.1619015","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7856","3091772","2608-EBA_PAA_8.0 (draft).xer.1619425","2608-EBA_PAA_8.0 (draft).xer.1619003","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7857","3091773","2608-EBA_PAA_8.0 (draft).xer.1619462","2608-EBA_PAA_8.0 (draft).xer.1619009","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7858","3091774","2608-EBA_PAA_8.0 (draft).xer.1619500","2608-EBA_PAA_8.0 (draft).xer.1619425","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7859","3091777","2608-EBA_PAA_8.0 (draft).xer.1619591","2608-EBA_PAA_8.0 (draft).xer.1619427","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7860","3091778","2608-EBA_PAA_8.0 (draft).xer.1619500","2608-EBA_PAA_8.0 (draft).xer.1619423","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7861","3091782","2608-EBA_PAA_8.0 (draft).xer.1619002","2608-EBA_PAA_8.0 (draft).xer.1619587","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7862","3091785","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620336","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7863","3091786","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620144","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7864","3091787","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620307","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7865","3091788","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620308","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7866","3091789","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1619855","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7867","3091790","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620310","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7868","3091791","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620311","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7869","3091792","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620312","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7870","3091793","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620313","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7871","3091794","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620314","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7872","3091795","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620315","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7873","3091796","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620317","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7874","3091797","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620320","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7875","3091798","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620321","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7876","3091799","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620322","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7877","3091800","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620323","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7878","3091801","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620324","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7879","3091802","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620325","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7880","3091803","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620326","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7881","3091804","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620327","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7882","3091805","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620328","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7883","3091806","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620330","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7884","3091807","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620335","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7885","3091808","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620337","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7886","3091809","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620338","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7887","3091810","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620339","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7888","3091811","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620340","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7889","3091812","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620341","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7890","3091813","2608-EBA_PAA_8.0 (draft).xer.1619001","2608-EBA_PAA_8.0 (draft).xer.1620342","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7891","3091814","2608-EBA_PAA_8.0 (draft).xer.1619591","2608-EBA_PAA_8.0 (draft).xer.1620060","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7892","3091815","2608-EBA_PAA_8.0 (draft).xer.1619004","2608-EBA_PAA_8.0 (draft).xer.1620060","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7893","3091816","2608-EBA_PAA_8.0 (draft).xer.1620073","2608-EBA_PAA_8.0 (draft).xer.1620068","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7894","3091817","2608-EBA_PAA_8.0 (draft).xer.1620069","2608-EBA_PAA_8.0 (draft).xer.1619437","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7895","3091818","2608-EBA_PAA_8.0 (draft).xer.1619437","2608-EBA_PAA_8.0 (draft).xer.1619402","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2391",,,"","",,,"","Historical","HistoricalSuccessor"
"7896","3091829","2608-EBA_PAA_8.0 (draft).xer.1619344","2608-EBA_PAA_8.0 (draft).xer.1619406","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2391",,,"","",,,"","Historical","HistoricalSuccessor"
"7897","3091833","2608-EBA_PAA_8.0 (draft).xer.1619587","2608-EBA_PAA_8.0 (draft).xer.1619427","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7898","3091834","2608-EBA_PAA_8.0 (draft).xer.1619789","2608-EBA_PAA_8.0 (draft).xer.1619163","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7899","3091835","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619721","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7900","3091836","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619781","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7901","3091837","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619829","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7902","3091838","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619817","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7903","3091839","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619793","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7904","3091840","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619841","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7905","3091841","2608-EBA_PAA_8.0 (draft).xer.1618999","2608-EBA_PAA_8.0 (draft).xer.1619669","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7906","3091842","2608-EBA_PAA_8.0 (draft).xer.1619073","2608-EBA_PAA_8.0 (draft).xer.1619072","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.3959",,,"","",,,"","Historical","HistoricalSuccessor"
"7907","3091847","2608-EBA_PAA_8.0 (draft).xer.1620348","2608-EBA_PAA_8.0 (draft).xer.1620347","PR_FS","TK_NOTSTART","TK_NOTSTART","TT_Task","TT_Task","RetainedLogic","0","rcal_Predecessor","NotRequired","2608-EBA_PAA_8.0 (draft).xer.6678","4/11/2026 5:00:00 pm","5/11/2026 8:00:00 am","reend_date","restart_date","8","0","0","Calculated","CalculatedRemainingRelationship"
"7908","3091856","2608-EBA_PAA_8.0 (draft).xer.1620358","2608-EBA_PAA_8.0 (draft).xer.1620357","PR_FS","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"7909","3091857","2608-EBA_PAA_8.0 (draft).xer.1620359","2608-EBA_PAA_8.0 (draft).xer.1620358","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7910","3091858","2608-EBA_PAA_8.0 (draft).xer.1620360","2608-EBA_PAA_8.0 (draft).xer.1620359","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7911","3091859","2608-EBA_PAA_8.0 (draft).xer.1620361","2608-EBA_PAA_8.0 (draft).xer.1620360","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7912","3091860","2608-EBA_PAA_8.0 (draft).xer.1620362","2608-EBA_PAA_8.0 (draft).xer.1620361","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7913","3091861","2608-EBA_PAA_8.0 (draft).xer.1620363","2608-EBA_PAA_8.0 (draft).xer.1620362","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7914","3091862","2608-EBA_PAA_8.0 (draft).xer.1620364","2608-EBA_PAA_8.0 (draft).xer.1620363","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7915","3091863","2608-EBA_PAA_8.0 (draft).xer.1620365","2608-EBA_PAA_8.0 (draft).xer.1620364","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7916","3091864","2608-EBA_PAA_8.0 (draft).xer.1620366","2608-EBA_PAA_8.0 (draft).xer.1620365","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7917","3091871","2608-EBA_PAA_8.0 (draft).xer.1620374","2608-EBA_PAA_8.0 (draft).xer.1620373","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7918","3091872","2608-EBA_PAA_8.0 (draft).xer.1620375","2608-EBA_PAA_8.0 (draft).xer.1620374","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7919","3091873","2608-EBA_PAA_8.0 (draft).xer.1620372","2608-EBA_PAA_8.0 (draft).xer.1620371","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
"7920","3091875","2608-EBA_PAA_8.0 (draft).xer.1619004","2608-EBA_PAA_8.0 (draft).xer.1620375","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"7921","3091878","2608-EBA_PAA_8.0 (draft).xer.1620256","2608-EBA_PAA_8.0 (draft).xer.1620306","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"7922","3091879","2608-EBA_PAA_8.0 (draft).xer.1620304","2608-EBA_PAA_8.0 (draft).xer.1620303","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"7923","3091880","2608-EBA_PAA_8.0 (draft).xer.1620303","2608-EBA_PAA_8.0 (draft).xer.1620277","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"7924","3091881","2608-EBA_PAA_8.0 (draft).xer.1620375","2608-EBA_PAA_8.0 (draft).xer.1620376","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_LOE","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.6678",,,"","",,,"","Historical","HistoricalSuccessor"
